    0.000000   -8.189469
    0.000297   -8.172469
    0.000594   -8.155488
    0.000892   -8.138527
    0.001189   -8.121586
    0.001486   -8.104665
    0.001783   -8.087764
    0.002081   -8.070883
    0.002378   -8.054023
    0.002675   -8.037184
    0.002972   -8.020367
    0.003270   -8.003577
    0.003567   -7.994833
    0.003864   -7.993910
    0.004161   -7.993066
    0.004459   -7.992295
    0.004756   -7.991599
    0.005053   -7.990975
    0.005350   -7.990425
    0.005648   -7.989949
    0.005945   -7.989546
    0.006242   -7.989216
    0.006539   -7.988959
    0.006837   -7.988776
    0.007134   -7.988666
    0.007431   -7.988629
    0.007728   -7.988666
    0.008026   -7.988776
    0.008323   -7.988959
    0.008620   -7.989216
    0.008917   -7.989546
    0.009215   -7.989949
    0.009512   -7.990425
    0.009809   -7.990975
    0.010106   -7.991599
    0.010404   -7.992295
    0.010701   -7.993066
    0.010998   -7.993910
    0.011295   -7.994833
    0.011593   -8.003577
    0.011890   -8.020367
    0.012187   -8.037184
    0.012484   -8.054023
    0.012782   -8.070883
    0.013079   -8.087764
    0.013376   -8.104665
    0.013673   -8.121586
    0.013971   -8.138527
    0.014268   -8.155488
    0.014565   -8.172469
    0.014862   -8.189469
    0.015160   -8.206488
    0.015457   -8.223526
    0.015754   -8.240583
    0.016051   -8.257659
    0.016349   -8.274753
    0.016646   -8.291865
    0.016943   -8.308996
    0.017240   -8.326145
    0.017537   -8.343311
    0.017835   -8.360496
    0.018132   -8.377698
    0.018429   -8.394917
    0.018726   -8.412153
    0.019024   -8.429407
    0.019321   -8.446677
    0.019618   -8.463964
    0.019915   -8.481268
    0.020213   -8.498588
    0.020510   -8.515924
    0.020807   -8.533277
    0.021104   -8.550646
    0.021402   -8.568030
    0.021699   -8.585431
    0.021996   -8.602847
    0.022293   -8.620278
    0.022591   -8.637725
    0.022888   -8.655187
    0.023185   -8.672665
    0.023482   -8.690157
    0.023780   -8.707664
    0.024077   -8.725186
    0.024374   -8.742722
    0.024671   -8.760273
    0.024969   -8.777838
    0.025266   -8.795417
    0.025563   -8.813011
    0.025860   -8.830619
    0.026158   -8.848240
    0.026455   -8.865875
    0.026752   -8.883524
    0.027049   -8.901187
    0.027347   -8.918863
    0.027644   -8.936552
    0.027941   -8.954254
    0.028238   -8.971970
    0.028536   -8.989699
    0.028833   -9.007440
    0.029130   -9.025195
    0.029427   -9.042962
    0.029725   -9.060741
    0.030239   -9.041649
    0.030754   -9.022689
    0.031269   -9.003862
    0.031784   -8.985169
    0.032299   -8.966611
    0.032814   -8.948187
    0.033328   -8.929900
    0.033843   -8.911750
    0.034358   -8.893738
    0.034873   -8.875865
    0.035388   -8.858133
    0.035903   -8.840542
    0.036418   -8.823093
    0.036932   -8.805788
    0.037447   -8.788628
    0.037962   -8.771614
    0.038477   -8.754747
    0.038992   -8.738028
    0.039507   -8.721459
    0.040021   -8.705041
    0.040536   -8.688774
    0.041051   -8.672661
    0.041566   -8.656702
    0.042081   -8.640899
    0.042596   -8.625253
    0.043111   -8.609766
    0.043625   -8.594439
    0.044140   -8.579274
    0.044655   -8.564274
    0.045170   -8.549451
    0.045685   -8.548713
    0.046200   -8.563061
    0.046714   -8.577589
    0.047229   -8.592284
    0.047744   -8.607143
    0.048259   -8.622163
    0.048774   -8.637345
    0.049289   -8.652685
    0.049804   -8.668183
    0.050318   -8.683837
    0.050833   -8.699646
    0.051348   -8.715608
    0.051863   -8.731723
    0.052378   -8.747988
    0.052893   -8.764403
    0.053407   -8.780966
    0.053922   -8.797677
    0.054437   -8.814533
    0.054952   -8.831534
    0.055467   -8.848678
    0.055764   -8.831470
    0.056061   -8.814280
    0.056359   -8.797105
    0.056656   -8.779947
    0.056953   -8.762807
    0.057250   -8.745683
    0.057548   -8.728576
    0.057845   -8.711486
    0.058142   -8.694414
    0.058439   -8.677359
    0.058737   -8.660322
    0.059034   -8.643303
    0.059331   -8.626302
    0.059628   -8.609319
    0.059925   -8.592354
    0.060223   -8.575408
    0.060520   -8.558480
    0.060817   -8.541572
    0.061114   -8.524682
    0.061412   -8.507811
    0.061709   -8.490960
    0.062006   -8.474128
    0.062303   -8.457316
    0.062601   -8.440524
    0.062898   -8.423752
    0.063195   -8.407000
    0.063492   -8.390268
    0.063790   -8.373557
    0.064087   -8.356867
    0.064384   -8.340198
    0.064681   -8.323550
    0.064979   -8.306923
    0.065276   -8.290318
    0.065573   -8.273735
    0.065870   -8.257175
    0.066168   -8.240636
    0.066465   -8.224122
    0.066762   -8.207637
    0.067059   -8.196026
    0.067357   -8.195044
    0.067654   -8.194156
    0.067951   -8.193343
    0.068248   -8.192603
    0.068546   -8.191936
    0.068843   -8.191342
    0.069140   -8.190820
    0.069437   -8.190372
    0.069735   -8.189997
    0.070032   -8.189695
    0.070329   -8.189469


    0.000000   -8.142330
    0.000297   -8.125487
    0.000594   -8.108667
    0.000892   -8.091871
    0.001189   -8.075098
    0.001486   -8.058349
    0.001783   -8.041624
    0.002081   -8.024924
    0.002378   -8.008248
    0.002675   -7.998010
    0.002972   -7.996872
    0.003270   -7.995802
    0.003567   -7.986780
    0.003864   -7.970032
    0.004161   -7.953301
    0.004459   -7.936591
    0.004756   -7.919903
    0.005053   -7.903237
    0.005350   -7.886594
    0.005648   -7.869974
    0.005945   -7.853377
    0.006242   -7.836804
    0.006539   -7.820254
    0.006837   -7.803728
    0.007134   -7.787227
    0.007431   -7.770775
    0.007728   -7.787227
    0.008026   -7.803728
    0.008323   -7.820254
    0.008620   -7.836804
    0.008917   -7.853377
    0.009215   -7.869974
    0.009512   -7.886594
    0.009809   -7.903237
    0.010106   -7.919903
    0.010404   -7.936591
    0.010701   -7.953301
    0.010998   -7.970032
    0.011295   -7.986780
    0.011593   -7.995802
    0.011890   -7.996872
    0.012187   -7.998010
    0.012484   -8.008248
    0.012782   -8.024924
    0.013079   -8.041624
    0.013376   -8.058349
    0.013673   -8.075098
    0.013971   -8.091871
    0.014268   -8.108667
    0.014565   -8.125487
    0.014862   -8.142330
    0.015160   -8.159197
    0.015457   -8.176085
    0.015754   -8.192997
    0.016051   -8.209930
    0.016349   -8.226886
    0.016646   -8.243863
    0.016943   -8.260862
    0.017240   -8.277882
    0.017537   -8.294923
    0.017835   -8.311985
    0.018132   -8.329068
    0.018429   -8.346172
    0.018726   -8.363296
    0.019024   -8.380440
    0.019321   -8.397603
    0.019618   -8.414787
    0.019915   -8.431990
    0.020213   -8.449212
    0.020510   -8.466454
    0.020807   -8.483714
    0.021104   -8.500994
    0.021402   -8.518292
    0.021699   -8.535608
    0.021996   -8.552943
    0.022293   -8.570296
    0.022591   -8.587666
    0.022888   -8.605055
    0.023185   -8.622461
    0.023482   -8.639884
    0.023780   -8.657325
    0.024077   -8.674782
    0.024374   -8.692257
    0.024671   -8.709748
    0.024969   -8.727256
    0.025266   -8.744781
    0.025563   -8.762322
    0.025860   -8.779879
    0.026158   -8.797452
    0.026455   -8.815041
    0.026752   -8.832646
    0.027049   -8.850266
    0.027347   -8.867902
    0.027644   -8.885553
    0.027941   -8.903219
    0.028238   -8.920900
    0.028536   -8.938596
    0.028833   -8.956307
    0.029130   -8.974033
    0.029427   -8.991773
    0.029725   -9.009527
    0.030239   -8.975531
    0.030754   -8.941540
    0.031269   -8.907555
    0.031784   -8.873577
    0.032299   -8.839608
    0.032814   -8.805645
    0.033328   -8.771692
    0.033843   -8.737746
    0.034358   -8.703809
    0.034873   -8.669882
    0.035388   -8.635963
    0.035903   -8.602054
    0.036418   -8.568155
    0.036932   -8.534266
    0.037447   -8.500387
    0.037962   -8.466518
    0.038477   -8.432661
    0.038992   -8.398815
    0.039507   -8.389919
    0.040021   -8.402143
    0.040536   -8.414558
    0.041051   -8.427161
    0.041566   -8.439951
    0.042081   -8.452923
    0.042596   -8.466076
    0.043111   -8.479408
    0.043625   -8.492917
    0.044140   -8.506599
    0.044655   -8.520453
    0.045170   -8.534464
    0.045685   -8.534726
    0.046200   -8.520237
    0.046714   -8.505903
    0.047229   -8.491738
    0.047744   -8.477744
    0.048259   -8.463924
    0.048774   -8.450281
    0.049289   -8.436816
    0.049804   -8.423532
    0.050318   -8.410431
    0.050833   -8.397516
    0.051348   -8.384791
    0.051863   -8.372258
    0.052378   -8.359923
    0.052893   -8.347789
    0.053407   -8.335863
    0.053922   -8.324153
    0.054437   -8.312669
    0.054952   -8.301426
    0.055467   -8.290614
    0.055764   -8.286549
    0.056061   -8.282742
    0.056359   -8.279026
    0.056656   -8.275395
    0.056953   -8.271848
    0.057250   -8.268383
    0.057548   -8.264998
    0.057845   -8.261692
    0.058142   -8.258464
    0.058439   -8.255313
    0.058737   -8.252238
    0.059034   -8.249240
    0.059331   -8.246316
    0.059628   -8.243467
    0.059925   -8.240693
    0.060223   -8.237992
    0.060520   -8.235366
    0.060817   -8.232813
    0.061114   -8.230333
    0.061412   -8.227927
    0.061709   -8.225593
    0.062006   -8.223332
    0.062303   -8.221145
    0.062601   -8.219029
    0.062898   -8.216987
    0.063195   -8.215017
    0.063492   -8.213119
    0.063790   -8.211294
    0.064087   -8.209541
    0.064384   -8.207860
    0.064681   -8.206252
    0.064979   -8.204716
    0.065276   -8.203252
    0.065573   -8.201861
    0.065870   -8.200541
    0.066168   -8.199294
    0.066465   -8.198117
    0.066762   -8.197007
    0.067059   -8.191117
    0.067357   -8.174694
    0.067654   -8.158273
    0.067951   -8.141873
    0.068248   -8.125497
    0.068546   -8.109144
    0.068843   -8.092815
    0.069140   -8.076511
    0.069437   -8.091039
    0.069735   -8.108113
    0.070032   -8.125211
    0.070329   -8.142330


    0.000000   -8.011544
    0.000297   -8.009747
    0.000594   -8.008022
    0.000892   -8.006372
    0.001189   -8.004795
    0.001486   -8.003291
    0.001783   -8.001861
    0.002081   -8.000504
    0.002378   -7.999221
    0.002675   -7.991597
    0.002972   -7.974972
    0.003270   -7.958372
    0.003567   -7.941798
    0.003864   -7.925250
    0.004161   -7.908728
    0.004459   -7.892233
    0.004756   -7.875765
    0.005053   -7.859324
    0.005350   -7.842912
    0.005648   -7.826527
    0.005945   -7.810170
    0.006242   -7.793842
    0.006539   -7.777544
    0.006837   -7.761274
    0.007134   -7.754297
    0.007431   -7.770725
    0.007728   -7.754297
    0.008026   -7.761274
    0.008323   -7.777544
    0.008620   -7.793842
    0.008917   -7.810170
    0.009215   -7.826527
    0.009512   -7.842912
    0.009809   -7.859324
    0.010106   -7.875765
    0.010404   -7.892233
    0.010701   -7.908728
    0.010998   -7.925250
    0.011295   -7.941798
    0.011593   -7.958372
    0.011890   -7.974972
    0.012187   -7.991597
    0.012484   -7.999221
    0.012782   -8.000504
    0.013079   -8.001861
    0.013376   -8.003291
    0.013673   -8.004795
    0.013971   -8.006372
    0.014268   -8.008022
    0.014565   -8.009747
    0.014862   -8.011544
    0.015160   -8.013416
    0.015457   -8.015361
    0.015754   -8.017379
    0.016051   -8.019472
    0.016349   -8.021638
    0.016646   -8.023879
    0.016943   -8.026193
    0.017240   -8.028582
    0.017537   -8.031045
    0.017835   -8.033583
    0.018132   -8.036195
    0.018429   -8.038882
    0.018726   -8.041644
    0.019024   -8.044481
    0.019321   -8.047394
    0.019618   -8.050383
    0.019915   -8.053448
    0.020213   -8.056591
    0.020510   -8.059810
    0.020807   -8.063108
    0.021104   -8.066485
    0.021402   -8.069942
    0.021699   -8.073480
    0.021996   -8.077101
    0.022293   -8.080806
    0.022591   -8.095245
    0.022888   -8.114479
    0.023185   -8.133718
    0.023482   -8.152961
    0.023780   -8.172210
    0.024077   -8.191464
    0.024374   -8.210723
    0.024671   -8.229986
    0.024969   -8.249255
    0.025266   -8.268527
    0.025563   -8.287805
    0.025860   -8.307087
    0.026158   -8.326374
    0.026455   -8.345665
    0.026752   -8.364960
    0.027049   -8.384260
    0.027347   -8.403565
    0.027644   -8.422873
    0.027941   -8.442186
    0.028238   -8.461503
    0.028536   -8.480824
    0.028833   -8.500150
    0.029130   -8.519479
    0.029427   -8.538812
    0.029725   -8.558150
    0.030239   -8.530293
    0.030754   -8.502594
    0.031269   -8.475054
    0.031784   -8.447674
    0.032299   -8.420453
    0.032814   -8.393392
    0.033328   -8.366490
    0.033843   -8.339748
    0.034358   -8.313164
    0.034873   -8.289571
    0.035388   -8.299704
    0.035903   -8.310150
    0.036418   -8.320867
    0.036932   -8.331831
    0.037447   -8.343025
    0.037962   -8.354438
    0.038477   -8.366062
    0.038992   -8.377891
    0.039507   -8.364980
    0.040021   -8.331158
    0.040536   -8.297348
    0.041051   -8.263550
    0.041566   -8.229767
    0.042081   -8.195997
    0.042596   -8.162243
    0.043111   -8.128503
    0.043625   -8.094780
    0.044140   -8.084514
    0.044655   -8.082617
    0.045170   -8.081266
    0.045685   -8.080473
    0.046200   -8.080245
    0.046714   -8.080584
    0.047229   -8.081486
    0.047744   -8.082942
    0.048259   -8.084940
    0.048774   -8.087464
    0.049289   -8.090494
    0.049804   -8.094009
    0.050318   -8.097990
    0.050833   -8.102415
    0.051348   -8.107266
    0.051863   -8.112532
    0.052378   -8.118224
    0.052893   -8.125523
    0.053407   -8.156740
    0.053922   -8.190068
    0.054437   -8.223482
    0.054952   -8.256944
    0.055467   -8.290275
    0.055764   -8.271717
    0.056061   -8.253001
    0.056359   -8.234294
    0.056656   -8.215596
    0.056953   -8.196908
    0.057250   -8.178230
    0.057548   -8.159562
    0.057845   -8.140903
    0.058142   -8.122255
    0.058439   -8.103618
    0.058737   -8.084990
    0.059034   -8.066374
    0.059331   -8.047768
    0.059628   -8.029173
    0.059925   -8.010590
    0.060223   -7.992019
    0.060520   -7.973461
    0.060817   -7.954917
    0.061114   -7.936390
    0.061412   -7.917890
    0.061709   -7.899454
    0.062006   -7.881678
    0.062303   -7.868739
    0.062601   -7.857080
    0.062898   -7.845612
    0.063195   -7.834286
    0.063492   -7.823095
    0.063790   -7.812038
    0.064087   -7.801119
    0.064384   -7.804773
    0.064681   -7.821383
    0.064979   -7.838025
    0.065276   -7.854697
    0.065573   -7.871398
    0.065870   -7.888129
    0.066168   -7.904890
    0.066465   -7.921678
    0.066762   -7.938495
    0.067059   -7.955339
    0.067357   -7.972211
    0.067654   -7.989109
    0.067951   -8.006034
    0.068248   -8.022984
    0.068546   -8.039960
    0.068843   -8.056962
    0.069140   -8.073988
    0.069437   -8.060231
    0.069735   -8.043977
    0.070032   -8.027748
    0.070329   -8.011544


    0.000000   -7.613647
    0.000297   -7.605577
    0.000594   -7.597858
    0.000892   -7.590368
    0.001189   -7.583071
    0.001486   -7.575952
    0.001783   -7.569001
    0.002081   -7.562215
    0.002378   -7.555589
    0.002675   -7.549123
    0.002972   -7.542818
    0.003270   -7.542827
    0.003567   -7.558924
    0.003864   -7.575052
    0.004161   -7.591209
    0.004459   -7.607396
    0.004756   -7.623610
    0.005053   -7.639852
    0.005350   -7.656122
    0.005648   -7.672419
    0.005945   -7.688743
    0.006242   -7.705093
    0.006539   -7.721469
    0.006837   -7.737870
    0.007134   -7.745035
    0.007431   -7.728870
    0.007728   -7.745035
    0.008026   -7.737870
    0.008323   -7.721469
    0.008620   -7.705093
    0.008917   -7.688743
    0.009215   -7.672419
    0.009512   -7.656122
    0.009809   -7.639852
    0.010106   -7.623610
    0.010404   -7.607396
    0.010701   -7.591209
    0.010998   -7.575052
    0.011295   -7.558924
    0.011593   -7.542827
    0.011890   -7.542818
    0.012187   -7.549123
    0.012484   -7.555589
    0.012782   -7.562215
    0.013079   -7.569001
    0.013376   -7.575952
    0.013673   -7.583071
    0.013971   -7.590368
    0.014268   -7.597858
    0.014565   -7.605577
    0.014862   -7.613647
